Epoch,Train Loss,Val Loss,Train IoU,Val IoU
70,0.2932080407013265,0.295090842459883,0.09318435012307713,0.10691358285007092
71,0.2913744581300159,0.29456524178385735,0.09375439669190687,0.08631405859452215
72,0.29140516468720845,0.2893871994955199,0.0940915629517142,0.09952112681082269
73,0.28996018869008205,0.28675283438393045,0.09477206272753548,0.09748376248157978
74,0.2902383374613385,0.2875061961156981,0.09431879041397749,0.09488051370954631
75,0.2885124064231104,0.2907637341746262,0.09524177208482913,0.10389922272182596
76,0.2882335086663564,0.2899437291281564,0.09436270166646442,0.10324806982258583
77,0.2871667028859604,0.28786383994988035,0.0955302465300124,0.09648596265242239
78,0.2871916508951852,0.28741321925606045,0.096477330234692,0.07972546005977245
79,0.2890328546596128,0.28366819130522863,0.09385629707568106,0.09449848081237079
80,0.2866187413302503,0.2902063461286681,0.09596482250021098,0.09216892413093768
81,0.2859386460956677,0.28869364889604704,0.0954778891637856,0.1067281434120497
82,0.2881519036699635,0.28637648639934404,0.09544810656931657,0.0901080786931966
83,0.2884186522443165,0.28396014496684074,0.09588127987964976,0.10033400627376099
84,0.28580067150814586,0.28438238746353556,0.09690556454174572,0.10041061938566113
85,0.28695182005564374,0.28316634041922434,0.09562368491880963,0.09397188792484236
86,0.2872717403626257,0.2841384416179998,0.0950435926857417,0.1011705113883995
87,0.28703225201876587,0.288353791726487,0.09648320458131271,0.10440461513032331
88,0.2862788012554479,0.2851762218134744,0.09610454877345659,0.10063997397894889
